;species;Genus;Family;Order;body_mass;gen_length;dispersal
1330;Conepatus_semistriatus;Conepatus;Mephitidae;Carnivora;7.599571574;7.462243658;NA
1331;Congosorex_phillipsorum;Congosorex;Soricidae;Eulipotyphla;6.380241803;6.010931957;NA
1332;Congosorex_polli;Congosorex;Soricidae;Eulipotyphla;6.380241803;6.010931957;NA
1333;Congosorex_verheyeni;Congosorex;Soricidae;Eulipotyphla;6.380241803;6.010931957;NA
1334;Conilurus_penicillatus;Conilurus;Muridae;Rodentia;5.164900253;6.460892748;NA
1335;Connochaetes_gnou;Connochaetes;Bovidae;Cetartiodactyla;11.96111476;7.958625854;NA
1336;Connochaetes_taurinus;Connochaetes;Bovidae;Cetartiodactyla;12.19914722;7.986934972;NA
1337;Cormura_brevirostris;Cormura;Emballonuridae;Chiroptera;2.225704049;6.795985378;NA
1338;Corynorhinus_mexicanus;Corynorhinus;Vespertilionidae;Chiroptera;2.27469989;7.162244617;NA
1339;Corynorhinus_rafinesquii;Corynorhinus;Vespertilionidae;Chiroptera;2.213753879;7.162244617;NA
1340;Corynorhinus_townsendii;Corynorhinus;Vespertilionidae;Chiroptera;2.332143895;7.162244617;NA
1341;Craseonycteris_thonglongyai;Craseonycteris;Craseonycteridae;Chiroptera;0.672944473;7.635560389;NA
1342;Crateromys_australis;Crateromys;Muridae;Rodentia;6.098074282;6.460892748;NA
1343;Crateromys_heaneyi;Crateromys;Muridae;Rodentia;6.907755279;6.430229359;NA
1344;Crateromys_paulus;Crateromys;Muridae;Rodentia;6.72343172;6.460892748;NA
1345;Crateromys_schadenbergi;Crateromys;Muridae;Rodentia;6.956545443;6.430229359;NA
1346;Cratogeomys_castanops;Cratogeomys;Geomyidae;Rodentia;5.586611751;6.661256906;NA
1347;Cratogeomys_fulvescens;Cratogeomys;Geomyidae;Rodentia;5.655397228;6.661256906;NA
1348;Cratogeomys_fumosus;Cratogeomys;Geomyidae;Rodentia;5.010635294;6.661256906;NA
1349;Cratogeomys_goldmani;Cratogeomys;Geomyidae;Rodentia;5.725217755;6.661256906;NA
1350;Cratogeomys_merriami;Cratogeomys;Geomyidae;Rodentia;6.040230901;6.661256906;NA
1351;Cratogeomys_perotensis;Cratogeomys;Geomyidae;Rodentia;5.655397228;6.661256906;NA
1352;Cratogeomys_planiceps;Cratogeomys;Geomyidae;Rodentia;5.655397228;6.661256906;NA
1353;Cremnomys_cutchicus;Cremnomys;Muridae;Rodentia;4.091005661;6.436790614;NA
1354;Cremnomys_elvira;Cremnomys;Muridae;Rodentia;4.345103281;6.436790614;NA
1356;Cricetomys_emini;Cricetomys;Nesomyidae;Rodentia;7.144817514;6.947270276;NA
1355;Cricetomys_gambianus;Cricetomys;Nesomyidae;Rodentia;7.144817514;6.947270276;NA
1357;Cricetulus_alticola;Cricetulus;Cricetidae;Rodentia;3.834247653;6.379085218;NA
1358;Cricetulus_barabensis;Cricetulus;Cricetidae;Rodentia;3.128951117;6.379085218;NA
1359;Cricetulus_kamensis;Cricetulus;Cricetidae;Rodentia;3.401197382;6.379085218;NA
1360;Cricetulus_lama;Cricetulus;Cricetidae;Rodentia;3.371875054;6.379085218;NA
1361;Cricetulus_longicaudatus;Cricetulus;Cricetidae;Rodentia;3.095577609;6.379085218;NA
1362;Cricetulus_migratorius;Cricetulus;Cricetidae;Rodentia;3.420673158;6.379085218;NA
1363;Cricetulus_sokolovi;Cricetulus;Cricetidae;Rodentia;3.135494216;6.379085218;NA
1364;Cricetulus_tibetanus;Cricetulus;Cricetidae;Rodentia;3.371875054;6.379085218;NA
1365;Cricetus_cricetus;Cricetus;Cricetidae;Rodentia;6.061340362;6.14636673;NA
1366;Crocidura_aleksandrisi;Crocidura;Soricidae;Eulipotyphla;1.609437912;6.014133711;NA
1367;Crocidura_allex;Crocidura;Soricidae;Eulipotyphla;1.945910149;6.014133711;NA
1368;Crocidura_andamanensis;Crocidura;Soricidae;Eulipotyphla;3.043569603;6.058374434;NA
1369;Crocidura_ansellorum;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1370;Crocidura_arabica;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1371;Crocidura_arispa;Crocidura;Soricidae;Eulipotyphla;2.302585093;6.058374434;NA
1372;Crocidura_armenica;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1373;Crocidura_attenuata;Crocidura;Soricidae;Eulipotyphla;2.657808985;6.058374434;NA
1374;Crocidura_attila;Crocidura;Soricidae;Eulipotyphla;1.609437912;6.014133711;NA
1375;Crocidura_baileyi;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1376;Crocidura_baluensis;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1377;Crocidura_batesi;Crocidura;Soricidae;Eulipotyphla;2.802754137;6.058374434;NA
1378;Crocidura_beatus;Crocidura;Soricidae;Eulipotyphla;2.35612586;6.058374434;NA
1379;Crocidura_beccarii;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1380;Crocidura_bottegi;Crocidura;Soricidae;Eulipotyphla;1.249901736;6.014133711;NA
1381;Crocidura_bottegoides;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1382;Crocidura_brunnea;Crocidura;Soricidae;Eulipotyphla;2.48490665;6.058374434;NA
1383;Crocidura_buettikoferi;Crocidura;Soricidae;Eulipotyphla;2.302585093;6.058374434;NA
1384;Crocidura_caliginea;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1385;Crocidura_canariensis;Crocidura;Soricidae;Eulipotyphla;2.014903021;6.014133711;NA
1386;Crocidura_caspica;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1387;Crocidura_cinderella;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1388;Crocidura_congobelgica;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1389;Crocidura_crenata;Crocidura;Soricidae;Eulipotyphla;1.874874376;6.014133711;NA
1390;Crocidura_crossei;Crocidura;Soricidae;Eulipotyphla;2.079441542;6.014133711;NA
1391;Crocidura_cyanea;Crocidura;Soricidae;Eulipotyphla;2.149433913;6.014133711;NA
1392;Crocidura_denti;Crocidura;Soricidae;Eulipotyphla;1.945910149;6.014133711;NA
1393;Crocidura_desperata;Crocidura;Soricidae;Eulipotyphla;2.406945108;6.058374434;NA
1394;Crocidura_dhofarensis;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1395;Crocidura_dolichura;Crocidura;Soricidae;Eulipotyphla;1.728109442;6.014133711;NA
1396;Crocidura_douceti;Crocidura;Soricidae;Eulipotyphla;1.458615023;6.014133711;NA
1397;Crocidura_dsinezumi;Crocidura;Soricidae;Eulipotyphla;2.323367632;6.058374434;NA
1398;Crocidura_eisentrauti;Crocidura;Soricidae;Eulipotyphla;2.623267444;6.058374434;NA
1399;Crocidura_elgonius;Crocidura;Soricidae;Eulipotyphla;1.871802177;6.014133711;NA
1400;Crocidura_elongata;Crocidura;Soricidae;Eulipotyphla;2.879198457;6.058374434;NA
1401;Crocidura_erica;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1402;Crocidura_fischeri;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1403;Crocidura_flavescens;Crocidura;Soricidae;Eulipotyphla;3.441058915;6.058374434;NA
1404;Crocidura_floweri;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1405;Crocidura_foetida;Crocidura;Soricidae;Eulipotyphla;2.327277706;6.058374434;NA
1406;Crocidura_foxi;Crocidura;Soricidae;Eulipotyphla;3.044522438;6.058374434;NA
1407;Crocidura_fuliginosa;Crocidura;Soricidae;Eulipotyphla;2.48490665;6.058374434;NA
1408;Crocidura_fulvastra;Crocidura;Soricidae;Eulipotyphla;2.302585093;6.058374434;NA
1409;Crocidura_fumosa;Crocidura;Soricidae;Eulipotyphla;2.673458756;6.058374434;NA
1410;Crocidura_fuscomurina;Crocidura;Soricidae;Eulipotyphla;1.722766598;6.014133711;NA
1411;Crocidura_glassi;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1412;Crocidura_gmelini;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1413;Crocidura_goliath;Crocidura;Soricidae;Eulipotyphla;4.47642731;6.058374434;NA
1414;Crocidura_gracilipes;Crocidura;Soricidae;Eulipotyphla;1.900613874;6.014133711;NA
1415;Crocidura_grandiceps;Crocidura;Soricidae;Eulipotyphla;3.135494216;6.058374434;NA
1416;Crocidura_grandis;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1417;Crocidura_grassei;Crocidura;Soricidae;Eulipotyphla;2.602689685;6.058374434;NA
1418;Crocidura_grayi;Crocidura;Soricidae;Eulipotyphla;2.370243741;6.058374434;NA
1419;Crocidura_greenwoodi;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1420;Crocidura_harenna;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1421;Crocidura_hikmiya;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1422;Crocidura_hildegardeae;Crocidura;Soricidae;Eulipotyphla;2.33020026;6.058374434;NA
1423;Crocidura_hilliana;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1424;Crocidura_hirta;Crocidura;Soricidae;Eulipotyphla;2.76000994;6.058374434;NA
1425;Crocidura_hispida;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1426;Crocidura_horsfieldii;Crocidura;Soricidae;Eulipotyphla;1.699278616;6.014133711;NA
1427;Crocidura_hutanis;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1428;Crocidura_indochinensis;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1429;Crocidura_jacksoni;Crocidura;Soricidae;Eulipotyphla;1.945910149;6.014133711;NA
1430;Crocidura_jenkinsi;Crocidura;Soricidae;Eulipotyphla;2.533696814;6.058374434;NA
1431;Crocidura_jouvenetae;Crocidura;Soricidae;Eulipotyphla;2.281361457;6.014133711;NA
1432;Crocidura_katinka;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1433;Crocidura_kivuana;Crocidura;Soricidae;Eulipotyphla;2.614418566;6.058374434;NA
1434;Crocidura_lamottei;Crocidura;Soricidae;Eulipotyphla;3.020424886;6.058374434;NA
1435;Crocidura_lanosa;Crocidura;Soricidae;Eulipotyphla;2.082618263;6.014133711;NA
1436;Crocidura_lasiura;Crocidura;Soricidae;Eulipotyphla;2.694627181;6.058374434;NA
1437;Crocidura_latona;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1438;Crocidura_lea;Crocidura;Soricidae;Eulipotyphla;1.887069649;6.014133711;NA
1439;Crocidura_lepidura;Crocidura;Soricidae;Eulipotyphla;2.48490665;6.058374434;NA
1440;Crocidura_leucodon;Crocidura;Soricidae;Eulipotyphla;2.386926241;6.058374434;NA
1441;Crocidura_levicula;Crocidura;Soricidae;Eulipotyphla;0.570979547;6.014133711;NA
1442;Crocidura_littoralis;Crocidura;Soricidae;Eulipotyphla;2.923699071;6.058374434;NA
1443;Crocidura_longipes;Crocidura;Soricidae;Eulipotyphla;2.960105096;6.058374434;NA
1444;Crocidura_lucina;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1445;Crocidura_ludia;Crocidura;Soricidae;Eulipotyphla;1.638996715;6.014133711;NA
1446;Crocidura_luna;Crocidura;Soricidae;Eulipotyphla;2.626840146;6.058374434;NA
1447;Crocidura_lusitania;Crocidura;Soricidae;Eulipotyphla;0.90825856;6.014133711;NA
1448;Crocidura_macarthuri;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1449;Crocidura_macmillani;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1450;Crocidura_macowi;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1451;Crocidura_malayana;Crocidura;Soricidae;Eulipotyphla;2.48490665;6.058374434;NA
1452;Crocidura_manengubae;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1453;Crocidura_maquassiensis;Crocidura;Soricidae;Eulipotyphla;1.790091412;6.014133711;NA
1454;Crocidura_mariquensis;Crocidura;Soricidae;Eulipotyphla;2.33698652;6.058374434;NA
1455;Crocidura_maurisca;Crocidura;Soricidae;Eulipotyphla;2.63905733;6.058374434;NA
1456;Crocidura_maxi;Crocidura;Soricidae;Eulipotyphla;2.018895042;6.014133711;NA
1457;Crocidura_mindorus;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1458;Crocidura_miya;Crocidura;Soricidae;Eulipotyphla;2.32238772;6.058374434;NA
1459;Crocidura_monax;Crocidura;Soricidae;Eulipotyphla;2.772588722;6.058374434;NA
1460;Crocidura_monticola;Crocidura;Soricidae;Eulipotyphla;1.887069649;6.014133711;NA
1461;Crocidura_montis;Crocidura;Soricidae;Eulipotyphla;2.673458756;6.058374434;NA
1462;Crocidura_muricauda;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1463;Crocidura_musseri;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1464;Crocidura_mutesae;Crocidura;Soricidae;Eulipotyphla;3.174296781;6.058374434;NA
1465;Crocidura_nana;Crocidura;Soricidae;Eulipotyphla;1.945910149;6.014133711;NA
1466;Crocidura_nanilla;Crocidura;Soricidae;Eulipotyphla;1.871802177;6.014133711;NA
1467;Crocidura_negligens;Crocidura;Soricidae;Eulipotyphla;2.48490665;6.058374434;NA
1468;Crocidura_negrina;Crocidura;Soricidae;Eulipotyphla;2.427454075;6.058374434;NA
1469;Crocidura_nicobarica;Crocidura;Soricidae;Eulipotyphla;3.363841595;6.058374434;NA
1470;Crocidura_nigeriae;Crocidura;Soricidae;Eulipotyphla;3.135494216;6.058374434;NA
1471;Crocidura_nigricans;Crocidura;Soricidae;Eulipotyphla;2.995732274;6.058374434;NA
1472;Crocidura_nigripes;Crocidura;Soricidae;Eulipotyphla;2.58021683;6.058374434;NA
1473;Crocidura_nigrofusca;Crocidura;Soricidae;Eulipotyphla;2.463853241;6.058374434;NA
1474;Crocidura_nimbae;Crocidura;Soricidae;Eulipotyphla;2.740969048;6.058374434;NA
1475;Crocidura_niobe;Crocidura;Soricidae;Eulipotyphla;2.772588722;6.058374434;NA
1476;Crocidura_obscurior;Crocidura;Soricidae;Eulipotyphla;1.386294361;6.014133711;NA
1477;Crocidura_olivieri;Crocidura;Soricidae;Eulipotyphla;3.538637791;6.058374434;NA
1478;Crocidura_orientalis;Crocidura;Soricidae;Eulipotyphla;2.48490665;6.058374434;NA
1479;Crocidura_orii;Crocidura;Soricidae;Eulipotyphla;2.667228207;6.058374434;NA
1480;Crocidura_pachyura;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1481;Crocidura_palawanensis;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1482;Crocidura_paradoxura;Crocidura;Soricidae;Eulipotyphla;2.107786015;6.014133711;NA
1483;Crocidura_parvipes;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1484;Crocidura_pasha;Crocidura;Soricidae;Eulipotyphla;1.871802177;6.014133711;NA
1485;Crocidura_pergrisea;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1486;Crocidura_phaeura;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1487;Crocidura_picea;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1488;Crocidura_pitmani;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1489;Crocidura_planiceps;Crocidura;Soricidae;Eulipotyphla;0.916290732;6.014133711;NA
1490;Crocidura_poensis;Crocidura;Soricidae;Eulipotyphla;2.836150204;6.058374434;NA
1491;Crocidura_polia;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1492;Crocidura_pullata;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1493;Crocidura_raineyi;Crocidura;Soricidae;Eulipotyphla;2.673458756;6.058374434;NA
1494;Crocidura_ramona;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1495;Crocidura_rapax;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1496;Crocidura_religiosa;Crocidura;Soricidae;Eulipotyphla;1.945910149;6.014133711;NA
1497;Crocidura_rhoditis;Crocidura;Soricidae;Eulipotyphla;2.63905733;6.058374434;NA
1498;Crocidura_roosevelti;Crocidura;Soricidae;Eulipotyphla;2.397895273;6.058374434;NA
1499;Crocidura_russula;Crocidura;Soricidae;Eulipotyphla;2.291524146;6.106247532;NA
1500;Crocidura_selina;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1501;Crocidura_serezkyensis;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1502;Crocidura_shantungensis;Crocidura;Soricidae;Eulipotyphla;1.504077397;6.014133711;NA
1503;Crocidura_sibirica;Crocidura;Soricidae;Eulipotyphla;4.290459441;6.058374434;NA
1504;Crocidura_sicula;Crocidura;Soricidae;Eulipotyphla;1.931521412;6.014133711;NA
1505;Crocidura_silacea;Crocidura;Soricidae;Eulipotyphla;1.945910149;6.014133711;NA
1506;Crocidura_smithii;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1507;Crocidura_somalica;Crocidura;Soricidae;Eulipotyphla;2.442347035;6.058374434;NA
1508;Crocidura_stenocephala;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1509;Crocidura_suaveolens;Crocidura;Soricidae;Eulipotyphla;1.994700313;5.912666034;NA
1510;Crocidura_susiana;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1511;Crocidura_tanakae;Crocidura;Soricidae;Eulipotyphla;2.674148649;6.058374434;NA
1512;Crocidura_tansaniana;Crocidura;Soricidae;Eulipotyphla;2.48490665;6.058374434;NA
1513;Crocidura_tarella;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1514;Crocidura_tarfayensis;Crocidura;Soricidae;Eulipotyphla;1.885553349;6.014133711;NA
1515;Crocidura_telfordi;Crocidura;Soricidae;Eulipotyphla;2.610069793;6.058374434;NA
1516;Crocidura_tenuis;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1517;Crocidura_thalia;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1518;Crocidura_theresae;Crocidura;Soricidae;Eulipotyphla;2.867898902;6.058374434;NA
1519;Crocidura_thomensis;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1520;Crocidura_trichura;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1521;Crocidura_turba;Crocidura;Soricidae;Eulipotyphla;2.673458756;6.058374434;NA
1522;Crocidura_ultima;Crocidura;Soricidae;Eulipotyphla;2.772588722;6.058374434;NA
1523;Crocidura_usambarae;Crocidura;Soricidae;Eulipotyphla;2.470638678;6.058374434;NA
1524;Crocidura_viaria;Crocidura;Soricidae;Eulipotyphla;2.802754137;6.058374434;NA
1525;Crocidura_virgata;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1526;Crocidura_voi;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1527;Crocidura_vorax;Crocidura;Soricidae;Eulipotyphla;2.098918204;6.014133711;NA
1528;Crocidura_vosmaeri;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1529;Crocidura_watasei;Crocidura;Soricidae;Eulipotyphla;1.871802177;6.014133711;NA
1530;Crocidura_whitakeri;Crocidura;Soricidae;Eulipotyphla;1.719188776;6.014133711;NA
1531;Crocidura_wimmeri;Crocidura;Soricidae;Eulipotyphla;3.157000421;6.058374434;NA
1532;Crocidura_wuchihensis;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1533;Crocidura_xantippe;Crocidura;Soricidae;Eulipotyphla;2.433613355;6.058374434;NA
1534;Crocidura_yankariensis;Crocidura;Soricidae;Eulipotyphla;1.60743591;6.014133711;NA
1535;Crocidura_zaphiri;Crocidura;Soricidae;Eulipotyphla;2.467497353;6.058374434;NA
1536;Crocidura_zarudnyi;Crocidura;Soricidae;Eulipotyphla;1.903300844;6.014133711;NA
1537;Crocidura_zimmeri;Crocidura;Soricidae;Eulipotyphla;2.673458756;6.058374434;NA
1538;Crocidura_zimmermanni;Crocidura;Soricidae;Eulipotyphla;2.048982334;6.014133711;NA
96;Crocuta_crocuta;Crocuta;Hyaenidae;Carnivora;11.05674553;8.528016656;10.59663473
97;Crocuta_crocuta;Crocuta;Hyaenidae;Carnivora;11.05674553;8.528016656;8.824677891
1539;Crossarchus_alexandri;Crossarchus;Herpestidae;Carnivora;7.315484489;7.654644628;NA
1540;Crossarchus_ansorgei;Crossarchus;Herpestidae;Carnivora;6.551080335;7.183605126;NA
1541;Crossarchus_obscurus;Crossarchus;Herpestidae;Carnivora;7.240714208;7.233171287;NA
1542;Crossarchus_platycephalus;Crossarchus;Herpestidae;Carnivora;7.13089883;7.318101787;NA
1543;Crossomys_moncktoni;Crossomys;Muridae;Rodentia;5.12646086;6.460892748;NA
1544;Crunomys_celebensis;Crunomys;Muridae;Rodentia;3.749504076;6.436790614;NA
1545;Crunomys_fallax;Crunomys;Muridae;Rodentia;3.749504076;6.436790614;NA
1546;Crunomys_melanius;Crunomys;Muridae;Rodentia;3.749504076;6.436790614;NA
1547;Crunomys_suncoides;Crunomys;Muridae;Rodentia;3.749504076;6.436790614;NA
1548;Cryptochloris_wintoni;Cryptochloris;Chrysochloridae;Afrosoricida;3.044522438;6.943660486;NA
1549;Cryptochloris_zyli;Cryptochloris;Chrysochloridae;Afrosoricida;3.044522438;6.943660486;NA
1550;Cryptomys_anselli;Cryptomys;Bathyergidae;Rodentia;4.449568454;7.799613964;NA
1551;Cryptomys_bocagei;Cryptomys;Bathyergidae;Rodentia;4.541591204;7.612489952;NA
1552;Cryptomys_damarensis;Cryptomys;Bathyergidae;Rodentia;4.720282993;7.612489952;NA
1553;Cryptomys_darlingi;Cryptomys;Bathyergidae;Rodentia;4.183270771;7.612489952;NA
1554;Cryptomys_foxi;Cryptomys;Bathyergidae;Rodentia;4.947815295;7.612489952;NA
1555;Cryptomys_hottentotus;Cryptomys;Bathyergidae;Rodentia;4.319219946;7.382099194;NA
1556;Cryptomys_kafuensis;Cryptomys;Bathyergidae;Rodentia;4.947815295;7.612489952;NA
1557;Cryptomys_mechowi;Cryptomys;Bathyergidae;Rodentia;5.604109458;7.612489952;NA
1558;Cryptomys_ochraceocinereus;Cryptomys;Bathyergidae;Rodentia;5.298317367;7.612489952;NA
1559;Cryptomys_zechi;Cryptomys;Bathyergidae;Rodentia;5.407418378;7.612489952;NA
1560;Cryptonanus_agricolai;Cryptonanus;Didelphidae;Didelphimorphia;5.28227734;6.737409828;NA
1561;Cryptonanus_chacoensis;Cryptonanus;Didelphidae;Didelphimorphia;5.28227734;6.737409828;NA
1562;Cryptonanus_guahybae;Cryptonanus;Didelphidae;Didelphimorphia;5.28227734;6.737409828;NA
1563;Cryptonanus_unduaviensis;Cryptonanus;Didelphidae;Didelphimorphia;5.28227734;6.737409828;NA
1564;Cryptoprocta_ferox;Cryptoprocta;Eupleridae;Carnivora;9.159047078;7.845807503;NA
1565;Cryptotis_alticola;Cryptotis;Soricidae;Eulipotyphla;2.13031197;5.801354337;NA
1566;Cryptotis_brachyonyx;Cryptotis;Soricidae;Eulipotyphla;2.13031197;5.801354337;NA
1567;Cryptotis_colombiana;Cryptotis;Soricidae;Eulipotyphla;2.13031197;5.801354337;NA
1568;Cryptotis_endersi;Cryptotis;Soricidae;Eulipotyphla;2.079441542;5.801354337;NA
1569;Cryptotis_equatoris;Cryptotis;Soricidae;Eulipotyphla;2.041220329;5.801354337;NA
1570;Cryptotis_goldmani;Cryptotis;Soricidae;Eulipotyphla;1.906575144;5.801354337;NA
1571;Cryptotis_goodwini;Cryptotis;Soricidae;Eulipotyphla;1.945910149;5.801354337;NA
1572;Cryptotis_gracilis;Cryptotis;Soricidae;Eulipotyphla;1.945910149;5.801354337;NA
1573;Cryptotis_griseoventris;Cryptotis;Soricidae;Eulipotyphla;2.197224577;5.801354337;NA
1574;Cryptotis_hondurensis;Cryptotis;Soricidae;Eulipotyphla;2.13031197;5.801354337;NA
1575;Cryptotis_magna;Cryptotis;Soricidae;Eulipotyphla;1.945910149;5.801354337;NA
1576;Cryptotis_mayensis;Cryptotis;Soricidae;Eulipotyphla;1.609437912;5.801354337;NA
1577;Cryptotis_medellinia;Cryptotis;Soricidae;Eulipotyphla;2.772588722;5.801354337;NA
1578;Cryptotis_mera;Cryptotis;Soricidae;Eulipotyphla;2.098918204;5.801354337;NA
1579;Cryptotis_meridensis;Cryptotis;Soricidae;Eulipotyphla;2.536074936;5.801354337;NA
1580;Cryptotis_merriami;Cryptotis;Soricidae;Eulipotyphla;1.609437912;5.801354337;NA
1581;Cryptotis_mexicana;Cryptotis;Soricidae;Eulipotyphla;1.945910149;5.801354337;NA
