;species;Genus;Family;Order;body_mass;gen_length;dispersal
4330;Pipistrellus_hesperidus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4331;Pipistrellus_hesperus;Pipistrellus;Vespertilionidae;Chiroptera;1.269760545;7.542184977;NA
4332;Pipistrellus_imbricatus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4333;Pipistrellus_inexspectatus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4334;Pipistrellus_javanicus;Pipistrellus;Vespertilionidae;Chiroptera;1.593308531;7.542184977;NA
4335;Pipistrellus_joffrei;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4336;Pipistrellus_kitcheneri;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4337;Pipistrellus_kuhlii;Pipistrellus;Vespertilionidae;Chiroptera;1.803358605;7.542184977;NA
4338;Pipistrellus_lophurus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4339;Pipistrellus_macrotis;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4340;Pipistrellus_maderensis;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4341;Pipistrellus_melckorum;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4342;Pipistrellus_minahassae;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4343;Pipistrellus_murrayi;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4344;Pipistrellus_musciculus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4345;Pipistrellus_nanulus;Pipistrellus;Vespertilionidae;Chiroptera;0.920282753;7.542184977;NA
4346;Pipistrellus_nanus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4347;Pipistrellus_nathusii;Pipistrellus;Vespertilionidae;Chiroptera;2.006870849;7.542184977;NA
4348;Pipistrellus_papuanus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4349;Pipistrellus_paterculus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4350;Pipistrellus_permixtus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4351;Pipistrellus_pipistrellus;Pipistrellus;Vespertilionidae;Chiroptera;1.667706821;7.581993965;NA
4352;Pipistrellus_pulveratus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4353;Pipistrellus_pygmaeus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4354;Pipistrellus_raceyi;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4355;Pipistrellus_rendalli;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4356;Pipistrellus_rueppellii;Pipistrellus;Vespertilionidae;Chiroptera;1.95586048;7.542184977;NA
4357;Pipistrellus_rusticus;Pipistrellus;Vespertilionidae;Chiroptera;1.519513205;7.542184977;NA
4358;Pipistrellus_savii;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4359;Pipistrellus_somalicus;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4360;Pipistrellus_stenopterus;Pipistrellus;Vespertilionidae;Chiroptera;2.751748056;7.542184977;NA
4361;Pipistrellus_sturdeei;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4362;Pipistrellus_subflavus;Pipistrellus;Vespertilionidae;Chiroptera;1.74745921;7.500725293;NA
4363;Pipistrellus_tenuipinnis;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4364;Pipistrellus_tenuis;Pipistrellus;Vespertilionidae;Chiroptera;1.247032294;7.542184977;NA
4365;Pipistrellus_vordermanni;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4366;Pipistrellus_wattsi;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4367;Pipistrellus_westralis;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4368;Pipistrellus_zuluensis;Pipistrellus;Vespertilionidae;Chiroptera;1.780656391;7.542184977;NA
4369;Pithecheir_melanurus;Pithecheir;Muridae;Rodentia;4.682131227;6.460892748;NA
4370;Pithecheir_parvus;Pithecheir;Muridae;Rodentia;4.682131227;6.460892748;NA
4371;Pithecheirops_otion;Pithecheirops;Muridae;Rodentia;4.949188929;6.460892748;NA
4372;Pithecia_aequatorialis;Pithecia;Pitheciidae;Primates;7.773135801;8.135182784;NA
4373;Pithecia_albicans;Pithecia;Pitheciidae;Primates;7.937399696;8.097121931;NA
4374;Pithecia_irrorata;Pithecia;Pitheciidae;Primates;7.744210282;8.135182784;NA
4375;Pithecia_monachus;Pithecia;Pitheciidae;Primates;7.654229934;8.135182784;NA
4376;Pithecia_pithecia;Pithecia;Pitheciidae;Primates;7.418894853;8.171847966;NA
4377;Plagiodontia_aedium;Plagiodontia;Capromyidae;Rodentia;7.145874139;8.202482447;NA
4378;Planigale_gilesi;Planigale;Dasyuridae;Dasyuromorphia;2.234306252;6.610588906;NA
4379;Planigale_ingrami;Planigale;Dasyuridae;Dasyuromorphia;1.835776355;6.547225414;NA
4380;Planigale_maculata;Planigale;Dasyuridae;Dasyuromorphia;2.48490665;6.637963156;NA
4381;Planigale_novaeguineae;Planigale;Dasyuridae;Dasyuromorphia;2.701361213;6.637963156;NA
4382;Planigale_tenuirostris;Planigale;Dasyuridae;Dasyuromorphia;1.835776355;6.479573746;NA
4383;Platacanthomys_lasiurus;Platacanthomys;Platacanthomyidae;Rodentia;5.093750201;6.940148482;NA
4384;Platalina_genovensium;Platalina;Phyllostomidae;Chiroptera;3.134085077;7.632535008;NA
4385;Platanista_gangetica;Platanista;Platanistidae;Cetartiodactyla;11.44552376;8.844336333;NA
4386;Platymops_setiger;Platymops;Molossidae;Chiroptera;3.325916194;7.263969439;NA
4387;Platyrrhinus_albericoi;Platyrrhinus;Phyllostomidae;Chiroptera;3.341535838;7.632535008;NA
4388;Platyrrhinus_aurarius;Platyrrhinus;Phyllostomidae;Chiroptera;3.558770769;7.632535008;NA
4389;Platyrrhinus_brachycephalus;Platyrrhinus;Phyllostomidae;Chiroptera;2.657458415;7.632535008;NA
4390;Platyrrhinus_chocoensis;Platyrrhinus;Phyllostomidae;Chiroptera;3.341535838;7.632535008;NA
4391;Platyrrhinus_dorsalis;Platyrrhinus;Phyllostomidae;Chiroptera;3.258096538;7.632535008;NA
4392;Platyrrhinus_helleri;Platyrrhinus;Phyllostomidae;Chiroptera;2.598235335;7.632535008;NA
4393;Platyrrhinus_infuscus;Platyrrhinus;Phyllostomidae;Chiroptera;3.927108643;7.632535008;NA
4394;Platyrrhinus_ismaeli;Platyrrhinus;Phyllostomidae;Chiroptera;3.341535838;7.632535008;NA
4395;Platyrrhinus_lineatus;Platyrrhinus;Phyllostomidae;Chiroptera;3.192121088;7.632535008;NA
4396;Platyrrhinus_masu;Platyrrhinus;Phyllostomidae;Chiroptera;3.341535838;7.632535008;NA
4397;Platyrrhinus_matapalensis;Platyrrhinus;Phyllostomidae;Chiroptera;3.341535838;7.632535008;NA
4398;Platyrrhinus_nigellus;Platyrrhinus;Phyllostomidae;Chiroptera;3.341535838;7.632535008;NA
4399;Platyrrhinus_recifinus;Platyrrhinus;Phyllostomidae;Chiroptera;3.341535838;7.632535008;NA
4400;Platyrrhinus_umbratus;Platyrrhinus;Phyllostomidae;Chiroptera;3.225652809;7.632535008;NA
4401;Platyrrhinus_vittatus;Platyrrhinus;Phyllostomidae;Chiroptera;3.611188146;7.632535008;NA
4402;Plecotus_auritus;Plecotus;Vespertilionidae;Chiroptera;2.102913898;8.214411017;NA
4403;Plecotus_austriacus;Plecotus;Vespertilionidae;Chiroptera;1.909542505;7.922768544;NA
4404;Plecotus_balensis;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4405;Plecotus_christii;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4406;Plecotus_kolombatovici;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.509335266;NA
4407;Plecotus_macrobullaris;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4408;Plecotus_ognevi;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4409;Plecotus_sacrimontis;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4410;Plecotus_sardus;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4411;Plecotus_taivanus;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4412;Plecotus_teneriffae;Plecotus;Vespertilionidae;Chiroptera;2.010894999;7.922768544;NA
4413;Plerotes_anchietae;Plerotes;Pteropodidae;Chiroptera;5.479089011;7.762109644;NA
4414;Podogymnura_aureospinula;Podogymnura;Erinaceidae;Eulipotyphla;5.509388337;7.092511568;NA
4415;Podogymnura_truei;Podogymnura;Erinaceidae;Eulipotyphla;4.736198448;7.092511568;NA
4416;Podomys_floridanus;Podomys;Cricetidae;Rodentia;3.425564738;6.731122232;NA
4417;Podoxymys_roraimae;Podoxymys;Cricetidae;Rodentia;3.520164901;6.379085218;NA
4418;Poecilogale_albinucha;Poecilogale;Mustelidae;Carnivora;5.730619129;7.124120429;NA
4419;Poelagus_marjorita;Poelagus;Leporidae;Lagomorpha;7.827918503;7.006984949;NA
4420;Pogonomelomys_brassi;Pogonomelomys;Muridae;Rodentia;4.909672502;6.460892748;NA
4421;Pogonomelomys_bruijnii;Pogonomelomys;Muridae;Rodentia;5.070286894;6.460892748;NA
4422;Pogonomelomys_mayeri;Pogonomelomys;Muridae;Rodentia;4.718230978;6.460892748;NA
4423;Pogonomys_championi;Pogonomys;Muridae;Rodentia;3.920982747;6.436790614;NA
4424;Pogonomys_fergussoniensis;Pogonomys;Muridae;Rodentia;4.553876892;6.436790614;NA
4425;Pogonomys_loriae;Pogonomys;Muridae;Rodentia;4.557973751;6.436790614;NA
4426;Pogonomys_macrourus;Pogonomys;Muridae;Rodentia;3.849721979;6.436790614;NA
4427;Pogonomys_sylvestris;Pogonomys;Muridae;Rodentia;3.729781445;6.436790614;NA
4428;Poiana_leightoni;Poiana;Viverridae;Carnivora;6.345776702;6.998509642;NA
4429;Poiana_richardsonii;Poiana;Viverridae;Carnivora;6.345776702;6.925814557;NA
5248;Poliocitellus_franklinii;Poliocitellus;Sciuridae;Rodentia;6.126082849;6.93968767;NA
4430;Pongo_abelii;Pongo;Hominidae;Primates;10.58900873;9.118773178;NA
4431;Pongo_pygmaeus;Pongo;Hominidae;Primates;10.88572126;8.895629627;NA
4432;Pontoporia_blainvillei;Pontoporia;Iniidae;Cetartiodactyla;10.60905701;8.384804003;NA
4433;Porcula_salvania;Porcula;Suidae;Cetartiodactyla;9.126958763;7.371027973;NA
4434;Potamochoerus_larvatus;Potamochoerus;Suidae;Cetartiodactyla;11.14278585;7.638866374;NA
4435;Potamochoerus_porcus;Potamochoerus;Suidae;Cetartiodactyla;11.15625495;8.050187836;NA
4436;Potamogale_velox;Potamogale;Tenrecidae;Afrosoricida;6.508754234;6.965064614;NA
4437;Potorous_gilbertii;Potorous;Potoroidae;Diprotodontia;7.35848689;7.517907108;NA
4438;Potorous_longipes;Potorous;Potoroidae;Diprotodontia;7.514832458;7.598634941;NA
4439;Potorous_tridactylus;Potorous;Potoroidae;Diprotodontia;6.960983201;7.430085431;NA
4440;Potos_flavus;Potos;Procyonidae;Carnivora;7.800494847;8.333341368;NA
4441;Praomys_daltoni;Praomys;Muridae;Rodentia;3.555062306;6.448809169;NA
4442;Praomys_degraaffi;Praomys;Muridae;Rodentia;3.751529352;6.448809169;NA
4443;Praomys_delectorum;Praomys;Muridae;Rodentia;3.583241122;6.448809169;NA
4444;Praomys_derooi;Praomys;Muridae;Rodentia;3.465735903;6.448809169;NA
4445;Praomys_hartwigi;Praomys;Muridae;Rodentia;3.659965444;6.448809169;NA
4446;Praomys_jacksoni;Praomys;Muridae;Rodentia;3.663818024;6.448809169;NA
4447;Praomys_lukolelae;Praomys;Muridae;Rodentia;3.742420221;6.448809169;NA
4448;Praomys_minor;Praomys;Muridae;Rodentia;3.751529352;6.448809169;NA
4449;Praomys_misonnei;Praomys;Muridae;Rodentia;4.156597474;6.448809169;NA
4450;Praomys_morio;Praomys;Muridae;Rodentia;3.731220295;6.448809169;NA
4451;Praomys_mutoni;Praomys;Muridae;Rodentia;3.751529352;6.448809169;NA
4452;Praomys_obscurus;Praomys;Muridae;Rodentia;3.659965444;6.448809169;NA
4453;Praomys_petteri;Praomys;Muridae;Rodentia;3.751529352;6.448809169;NA
4454;Praomys_rostratus;Praomys;Muridae;Rodentia;4.156597474;6.448809169;NA
4455;Praomys_tullbergi;Praomys;Muridae;Rodentia;3.61361697;6.448809169;NA
4456;Praomys_verschureni;Praomys;Muridae;Rodentia;3.751529352;6.448809169;NA
4457;Presbytis_chrysomelas;Presbytis;Cercopithecidae;Primates;8.799360083;8.202482447;NA
4458;Presbytis_comata;Presbytis;Cercopithecidae;Primates;8.787231016;8.274803108;NA
4459;Presbytis_femoralis;Presbytis;Cercopithecidae;Primates;8.857502343;8.202482447;NA
4460;Presbytis_frontata;Presbytis;Cercopithecidae;Primates;8.715486518;8.202482447;NA
4461;Presbytis_hosei;Presbytis;Cercopithecidae;Primates;8.744771694;8.202482447;NA
4462;Presbytis_melalophos;Presbytis;Cercopithecidae;Primates;8.770147164;8.202482447;NA
4463;Presbytis_natunae;Presbytis;Cercopithecidae;Primates;8.501063809;8.274803108;NA
4464;Presbytis_potenziani;Presbytis;Cercopithecidae;Primates;8.771762539;8.464846711;NA
4465;Presbytis_rubicunda;Presbytis;Cercopithecidae;Primates;8.755978569;8.274803108;NA
4466;Presbytis_siamensis;Presbytis;Cercopithecidae;Primates;8.681869991;8.202482447;NA
4467;Presbytis_thomasi;Presbytis;Cercopithecidae;Primates;8.808367658;8.464846711;NA
4468;Priodontes_maximus;Priodontes;Dasypodidae;Cingulata;10.61255459;7.590429661;NA
4469;Prionailurus_bengalensis;Prionailurus;Felidae;Carnivora;7.930555067;7.76252921;NA
4470;Prionailurus_planiceps;Prionailurus;Felidae;Carnivora;8.170117739;7.691656823;NA
4471;Prionailurus_rubiginosus;Prionailurus;Felidae;Carnivora;7.257531481;7.675019182;NA
4472;Prionailurus_viverrinus;Prionailurus;Felidae;Carnivora;9.085509307;7.691656823;NA
4473;Prionodon_linsang;Prionodon;Prionodontidae;Carnivora;6.529170632;7.328499728;NA
4474;Prionodon_pardicolor;Prionodon;Prionodontidae;Carnivora;7.04113166;7.367272871;NA
4475;Prionomys_batesi;Prionomys;Nesomyidae;Rodentia;2.525728644;6.404525732;NA
4476;Procapra_gutturosa;Procapra;Bovidae;Cetartiodactyla;10.24970748;7.491799152;NA
4477;Procapra_picticaudata;Procapra;Bovidae;Cetartiodactyla;10.05180712;7.727071897;NA
4478;Procapra_przewalskii;Procapra;Bovidae;Cetartiodactyla;10.22194092;7.888761454;NA
4479;Procavia_capensis;Procavia;Procaviidae;Hyracoidea;7.990400774;8.032405616;NA
4486;Procolobus_verus;Procolobus;Cercopithecidae;Primates;8.288499265;8.097121931;NA
4487;Procyon_cancrivorus;Procyon;Procyonidae;Carnivora;8.843863258;7.692549172;NA
347;Procyon_lotor;Procyon;Procyonidae;Carnivora;8.759938566;7.902457407;10.40426284
348;Procyon_lotor;Procyon;Procyonidae;Carnivora;8.759938566;7.902457407;9.179881164
4488;Procyon_pygmaeus;Procyon;Procyonidae;Carnivora;7.992278785;7.380485916;NA
4489;Proechimys_brevicauda;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4490;Proechimys_canicollis;Proechimys;Echimyidae;Rodentia;5.744828444;6.448550703;NA
4491;Proechimys_chrysaeolus;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4492;Proechimys_cuvieri;Proechimys;Echimyidae;Rodentia;5.828504344;6.448550703;NA
4493;Proechimys_decumanus;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4494;Proechimys_echinothrix;Proechimys;Echimyidae;Rodentia;5.680839622;6.448550703;NA
4495;Proechimys_gardneri;Proechimys;Echimyidae;Rodentia;5.680839622;6.448550703;NA
4496;Proechimys_goeldii;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4497;Proechimys_guairae;Proechimys;Echimyidae;Rodentia;5.855873893;6.448550703;NA
4498;Proechimys_guyannensis;Proechimys;Echimyidae;Rodentia;5.749488523;6.485794868;NA
4499;Proechimys_hoplomyoides;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4500;Proechimys_kulinae;Proechimys;Echimyidae;Rodentia;5.680839622;6.448550703;NA
4501;Proechimys_longicaudatus;Proechimys;Echimyidae;Rodentia;5.323009979;6.448550703;NA
4502;Proechimys_magdalenae;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4503;Proechimys_mincae;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4504;Proechimys_oconnelli;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4505;Proechimys_pattoni;Proechimys;Echimyidae;Rodentia;5.680839622;6.448550703;NA
4506;Proechimys_poliopus;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4507;Proechimys_quadruplicatus;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4508;Proechimys_roberti;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4509;Proechimys_semispinosus;Proechimys;Echimyidae;Rodentia;5.867374162;6.409865569;NA
4510;Proechimys_simonsi;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4511;Proechimys_steerei;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4512;Proechimys_trinitatus;Proechimys;Echimyidae;Rodentia;5.680839622;6.448550703;NA
4513;Proechimys_urichi;Proechimys;Echimyidae;Rodentia;5.652454092;6.448550703;NA
4514;Proedromys_bedfordi;Proedromys;Cricetidae;Rodentia;3.834247653;6.379085218;NA
4515;Proedromys_liangshanensis;Proedromys;Cricetidae;Rodentia;3.834247653;6.379085218;NA
4516;Prolemur_simus;Prolemur;Lemuridae;Primates;7.615993022;8.097121931;NA
4517;Prometheomys_schaposchnikowi;Prometheomys;Cricetidae;Rodentia;4.317488114;6.379085218;NA
4518;Promops_centralis;Promops;Molossidae;Chiroptera;3.394508394;7.263969439;NA
4519;Promops_nasutus;Promops;Molossidae;Chiroptera;2.740840024;7.263969439;NA
4520;Pronolagus_crassicaudatus;Pronolagus;Leporidae;Lagomorpha;7.789566361;7.006984949;NA
4521;Pronolagus_randensis;Pronolagus;Leporidae;Lagomorpha;7.773371472;7.006984949;NA
4522;Pronolagus_rupestris;Pronolagus;Leporidae;Lagomorpha;7.718681051;7.006984949;NA
4523;Pronolagus_saundersiae;Pronolagus;Leporidae;Lagomorpha;7.760996869;7.006984949;NA
4524;Propithecus_candidus;Propithecus;Indriidae;Primates;8.656955134;8.188021243;NA
4525;Propithecus_coquereli;Propithecus;Indriidae;Primates;8.340281773;8.202482447;NA
4526;Propithecus_coronatus;Propithecus;Indriidae;Primates;8.534570822;8.202482447;NA
4527;Propithecus_deckenii;Propithecus;Indriidae;Primates;8.29404964;8.202482447;NA
4528;Propithecus_diadema;Propithecus;Indriidae;Primates;8.790115371;8.202482447;NA
4529;Propithecus_edwardsi;Propithecus;Indriidae;Primates;8.790766705;8.202482447;NA
4530;Propithecus_perrieri;Propithecus;Indriidae;Primates;8.779557456;8.188021243;NA
4531;Propithecus_tattersalli;Propithecus;Indriidae;Primates;8.16944684;8.096566221;NA
4532;Propithecus_verreauxi;Propithecus;Indriidae;Primates;8.185422684;8.202482447;NA
4533;Prosciurillus_abstrusus;Prosciurillus;Sciuridae;Rodentia;5.507095937;7.23282075;NA
4534;Prosciurillus_leucomus;Prosciurillus;Sciuridae;Rodentia;5.507095937;7.23282075;NA
4535;Prosciurillus_murinus;Prosciurillus;Sciuridae;Rodentia;5.507095937;7.23282075;NA
4536;Prosciurillus_rosenbergii;Prosciurillus;Sciuridae;Rodentia;5.507095937;7.23282075;NA
4537;Prosciurillus_weberi;Prosciurillus;Sciuridae;Rodentia;5.507095937;7.23282075;NA
4538;Proteles_cristata;Proteles;Hyaenidae;Carnivora;9.004470518;8.016560751;NA
4539;Protochromys_fellowsi;Protochromys;Muridae;Rodentia;4.369321262;6.436790614;NA
4540;Protoxerus_aubinnii;Protoxerus;Sciuridae;Rodentia;6.058982999;7.23282075;NA
4541;Protoxerus_stangeri;Protoxerus;Sciuridae;Rodentia;6.446402126;7.23282075;NA
4542;Przewalskium_albirostris;Przewalskium;Cervidae;Cetartiodactyla;11.9933861;7.845807503;NA
4543;Psammomys_obesus;Psammomys;Muridae;Rodentia;4.626442321;6.30860396;NA
4544;Psammomys_vexillaris;Psammomys;Muridae;Rodentia;4.626442321;6.30860396;NA
4550;Pseudantechinus_bilarni;Pseudantechinus;Dasyuridae;Dasyuromorphia;3.137665769;6.519558597;NA
4551;Pseudantechinus_macdonnellensis;Pseudantechinus;Dasyuridae;Dasyuromorphia;3.607669399;6.731238482;NA
4552;Pseudantechinus_mimulus;Pseudantechinus;Dasyuridae;Dasyuromorphia;2.833213344;6.519558597;NA
4553;Pseudantechinus_ningbing;Pseudantechinus;Dasyuridae;Dasyuromorphia;3.032064203;6.25069535;NA
4554;Pseudantechinus_roryi;Pseudantechinus;Dasyuridae;Dasyuromorphia;3.338612506;6.519558597;NA
4555;Pseudantechinus_woolleyae;Pseudantechinus;Dasyuridae;Dasyuromorphia;3.766534699;6.519558597;NA
4556;Pseudocheirus_occidentalis;Pseudocheirus;Pseudocheiridae;Diprotodontia;6.797069498;7.104220097;NA
4557;Pseudocheirus_peregrinus;Pseudocheirus;Pseudocheiridae;Diprotodontia;6.797069498;7.104220097;NA
4558;Pseudochirops_albertisii;Pseudochirops;Pseudocheiridae;Diprotodontia;6.665492617;7.104220097;NA
4559;Pseudochirops_archeri;Pseudochirops;Pseudocheiridae;Diprotodontia;7.043963087;7.652569434;NA
4560;Pseudochirops_corinnae;Pseudochirops;Pseudocheiridae;Diprotodontia;7.023758955;7.652569434;NA
4561;Pseudochirops_coronatus;Pseudochirops;Pseudocheiridae;Diprotodontia;7.241258828;7.652569434;NA
4562;Pseudochirops_cupreus;Pseudochirops;Pseudocheiridae;Diprotodontia;7.475384587;7.652569434;NA
4563;Pseudochirulus_canescens;Pseudochirulus;Pseudocheiridae;Diprotodontia;5.703782475;7.104220097;NA
4564;Pseudochirulus_caroli;Pseudochirulus;Pseudocheiridae;Diprotodontia;6.122536668;7.104220097;NA
4565;Pseudochirulus_cinereus;Pseudochirulus;Pseudocheiridae;Diprotodontia;6.884977831;7.104220097;NA
4566;Pseudochirulus_forbesi;Pseudochirulus;Pseudocheiridae;Diprotodontia;6.460154814;7.104220097;NA
4567;Pseudochirulus_herbertensis;Pseudochirulus;Pseudocheiridae;Diprotodontia;7.001555228;7.652569434;NA
4568;Pseudochirulus_larvatus;Pseudochirulus;Pseudocheiridae;Diprotodontia;6.475432717;7.104220097;NA
4569;Pseudochirulus_mayeri;Pseudochirulus;Pseudocheiridae;Diprotodontia;5.02223443;7.104220097;NA
4570;Pseudochirulus_schlegeli;Pseudochirulus;Pseudocheiridae;Diprotodontia;5.542987548;7.104220097;NA
4571;Pseudohydromys_ellermani;Pseudohydromys;Muridae;Rodentia;3.063390922;6.436790614;NA
4572;Pseudohydromys_fuscus;Pseudohydromys;Muridae;Rodentia;2.930660277;6.436790614;NA
4573;Pseudohydromys_germani;Pseudohydromys;Muridae;Rodentia;3.384390263;6.436790614;NA
4574;Pseudohydromys_murinus;Pseudohydromys;Muridae;Rodentia;2.820783471;6.436790614;NA
4575;Pseudohydromys_occidentalis;Pseudohydromys;Muridae;Rodentia;3.086486637;6.436790614;NA
4576;Pseudois_nayaur;Pseudois;Bovidae;Cetartiodactyla;10.86541243;7.98933048;NA
4577;Pseudois_schaeferi;Pseudois;Bovidae;Cetartiodactyla;10.28363451;7.845807503;NA
4578;Pseudomys_albocinereus;Pseudomys;Muridae;Rodentia;3.417726684;6.785229332;NA
4579;Pseudomys_apodemoides;Pseudomys;Muridae;Rodentia;3.168844891;6.785229332;NA
4580;Pseudomys_australis;Pseudomys;Muridae;Rodentia;3.969725716;6.785229332;NA
4581;Pseudomys_bolami;Pseudomys;Muridae;Rodentia;2.740840024;6.785229332;NA
4582;Pseudomys_calabyi;Pseudomys;Muridae;Rodentia;2.564949357;6.785229332;NA
4583;Pseudomys_chapmani;Pseudomys;Muridae;Rodentia;2.393339456;6.785229332;NA
4584;Pseudomys_delicatulus;Pseudomys;Muridae;Rodentia;2.14710019;6.785229332;NA
4585;Pseudomys_desertor;Pseudomys;Muridae;Rodentia;3.613347392;6.785229332;NA
4586;Pseudomys_fieldi;Pseudomys;Muridae;Rodentia;3.745968421;6.785229332;NA
4587;Pseudomys_fumeus;Pseudomys;Muridae;Rodentia;4.230476737;6.785229332;NA
4588;Pseudomys_gracilicaudatus;Pseudomys;Muridae;Rodentia;4.376134309;6.785229332;NA
4589;Pseudomys_hermannsburgensis;Pseudomys;Muridae;Rodentia;2.593761055;6.785229332;NA
4590;Pseudomys_higginsi;Pseudomys;Muridae;Rodentia;4.145671189;6.785229332;NA
4591;Pseudomys_johnsoni;Pseudomys;Muridae;Rodentia;2.48490665;6.785229332;NA
4592;Pseudomys_nanus;Pseudomys;Muridae;Rodentia;4.253909132;6.785229332;NA
4593;Pseudomys_novaehollandiae;Pseudomys;Muridae;Rodentia;2.821378886;6.785229332;NA
4594;Pseudomys_occidentalis;Pseudomys;Muridae;Rodentia;3.526360525;6.785229332;NA
4595;Pseudomys_oralis;Pseudomys;Muridae;Rodentia;4.553876892;6.785229332;NA
4596;Pseudomys_patrius;Pseudomys;Muridae;Rodentia;2.397895273;6.785229332;NA
4597;Pseudomys_pilligaensis;Pseudomys;Muridae;Rodentia;2.372111156;6.785229332;NA
4598;Pseudomys_shortridgei;Pseudomys;Muridae;Rodentia;4.277499105;6.785229332;NA
4599;Pseudorca_crassidens;Pseudorca;Delphinidae;Cetartiodactyla;14.12299526;8.887736572;NA
4600;Pseudoryx_nghetinhensis;Pseudoryx;Bovidae;Cetartiodactyla;11.49111126;7.735232627;NA
4601;Pseudoryzomys_simplex;Pseudoryzomys;Cricetidae;Rodentia;3.811097087;6.379085218;NA
4602;Ptenochirus_jagori;Ptenochirus;Pteropodidae;Chiroptera;4.371723742;6.927130658;NA
4603;Ptenochirus_minor;Ptenochirus;Pteropodidae;Chiroptera;3.850573043;6.927130658;NA
4604;Pteralopex_anceps;Pteralopex;Pteropodidae;Chiroptera;6.353935164;7.762109644;NA
4605;Pteralopex_atrata;Pteralopex;Pteropodidae;Chiroptera;6.196036713;7.762109644;NA
4606;Pteralopex_flanneryi;Pteralopex;Pteropodidae;Chiroptera;6.114198271;7.762109644;NA
4607;Pteralopex_pulchra;Pteralopex;Pteropodidae;Chiroptera;5.673838598;7.762109644;NA
4608;Pteralopex_taki;Pteralopex;Pteropodidae;Chiroptera;6.114198271;7.762109644;NA
4609;Pteromys_momonga;Pteromys;Sciuridae;Rodentia;5.022563865;7.23282075;NA
349;Pteromys_volans;Pteromys;Sciuridae;Rodentia;4.963473803;7.23282075;9.073374517
350;Pteromys_volans;Pteromys;Sciuridae;Rodentia;4.963473803;7.23282075;8.689464412
