IUCN.binomial,AllGeogRange,Body.mass.g,LitSz,AdultHeadBodyLen.mm,GestLen.d,LitPerYear,SocGrpSz,WeanAge.d,SMA.d,NeonateBodyMass.g,MaxLifepsan.m,PopDen.n.km2,brain.mass.g,IBI.d
Ammospermophilus_nelsoni,22320,160.42,8.9,168.38,26,1,7,29.83,377.57,4.87,66,2214.153022,1.72387868,205.5072394
Ammotragus_lervia,1627926,94202.22,1.22,1449.99,156.24,1,1,121.66,507.09,4500,252,0.990755045,209.5,212.91
Amorphochilus_schnablii,435365,3.3,0.99,44.20875816,105.0764363,1,719.6398339,67.30820358,417.4715463,1.869811059,196.9270109,215.0100712,0.178913414,327.5319455
Amphinectomys_savamis,2523,214,2.462486446,205.8423932,60.22724003,1.049551384,1.542123739,74.29082282,368.4946675,14.14879335,121.4900138,64.50317744,4.037706146,346.867135
Anathana_ellioti,1194351,160,4.84,166.2932788,27.48099211,1.960552049,1,55.96123915,251.7984998,4.936460485,52.19504225,111.2621203,2.039305586,146.1381637
Andalgalomys_olrogi,591,32.9,3.489158932,96.24,28.1993816,2.725207449,1.306034911,24.39770113,70.91165198,2.098992954,41.90049523,960.3804237,0.759047622,34.36827546
Andalgalomys_pearsoni,185981,25.4,4.987978589,101.64,26.36378919,1.00695555,1.01395948,68.83360494,398.4136609,0.373489356,41.1783012,192.341787,0.690630467,357.5177523
Andinomys_edax,556792,69.75,2.91,143.9167377,33.45195472,1.008553899,1.015154456,69.07914667,352.8061165,4.135389662,66.46597457,91.6260978,1.846220896,337.9273339
Anisomys_imitator,782422,510.5,2.740219415,263.83,61.45127777,1.022215413,2.918353301,49.53635532,368.4443774,21.78564675,130.187362,171.8255278,5.274755816,314.9711642
Anomalurus_beecrofti,4129790,479.07,0.98,258.2918867,118.9453457,1.5,1,83.60340105,466.688796,27.80123644,140.8083079,66.05085613,6.859957684,243
Anomalurus_derbianus,5557078,665.84,1,356.94,95.08620477,2,1,89.02067308,379.7103161,25.20959664,150.6290905,50.43,8.225102738,183
Anomalurus_pelii,105340,1769.99,2.5,446.2993499,58.63562707,2,1.251251465,77.85060198,491.2330857,57.19106073,120.7102043,5.408402763,16.26773391,190.8294234
Anomalurus_pusillus,1612329,250,2,196.56,89.44022588,2,7,76.49840419,372.5844641,23.85431058,147.6962225,6.22,4.547849286,183
Anonymomys_mindorensis,9909,52.37288325,2.89354335,122.85,32.27288512,1.061576297,1.100757176,56.82016334,342.9684719,3.364377859,42.48430366,235.6458004,1.099455639,327.9416057
Anotomys_leander,40850,66.39,0.97,118.7906051,51.44905755,1.837889909,1.454439736,44.7911723,208.7031564,7.034187322,45.81435021,429.7923238,1.166751183,161.9776586
Anoura_caudifer,8704915,10.81,0.99,58.32,107.97,1.929169002,10,46.55607097,179.3370433,2.14,89.86668933,303.3804648,0.418166667,129.0222988
Anoura_cultrata,1861031,17.39,1.22,62.96847903,98.87259019,1,178.5865811,53.19564888,417.3709349,3.65,184.8532297,252.0979471,0.401237083,299.5877488
Anoura_fistulata,24303,93.29210487,2.105684991,145.9970743,45.36869924,1.008878585,2.623620613,35.49064738,246.1526657,5.767711619,89.92104632,1547.807718,1.218981582,259.0180516
Anoura_geoffroyi,8573701,15.15,0.99,64.39044688,125.14,1,471.16635,62.5,402.8885067,4.99,120,190.3288609,0.5875,313.7178329
Anoura_latidens,1632430,15.06,1.012430132,56.99700741,104.9996292,1,538.3799181,57.2464596,479.9717914,2.857507063,218.154176,201.2744119,0.313826244,314.7819343
Anoura_luismanueli,23837,86.39227495,1.980303181,145.5715084,48.17607362,1.00916668,2.739438495,36.55690331,238.3278148,6.172588912,86.57499451,1079.376291,1.164673818,250.5382195
Anourosorex_assamensis,144530,52.17396752,2.308655767,121.3486304,36.77103918,1.524894532,1.073036574,30.94373352,200.15101,4.745451996,42.74005608,1227.31462,1.147046793,173.92233
Anourosorex_schmidi,141642,79.70104908,3.190578766,140.5640295,34.09502899,1.011459506,1.409113826,44.97614089,353.8299893,4.38106745,70.56853994,413.2182478,1.57275751,313.1461581
Anourosorex_squamipes,1087891,20,2.82,94.76,23.84430525,3.979208753,1.28345094,19.60131536,53.98222543,1.504038236,35.53379203,190,0.3941,29.89360579
Anourosorex_yamashinai,36021,85.51016417,2.937903404,138.9626473,34.07189386,1.2005098,1.106723787,30.68091116,209.06158,4.501500563,45.98493137,1756.025326,1.290848424,244.7136802
Antechinomys_laniger,1965251,25.57,5.99,105.5728415,11.74,1.5,1,91.24,393.87,0.025954962,39.6,209.923843,0.763677526,183
Antechinus_adustus,56380,30.5,2.108888513,99.60190202,35.12563118,1.798550463,1.01395948,64.7281912,267.6770007,1.277942888,48.17500742,117.4635895,0.699641859,154.897745
Antechinus_agilis,368423,22.13,10,106.6064945,27,1.020111428,1.221068235,89.99,374.16,0.057178336,56.4,711,0.742781025,365
Antechinus_bellus,92500,38.73,10.08,114.62,30,1,1,95,396.83,0.0429869,27.6,160,1.02966157,365
Antechinus_flavipes,569320,44.33,8.54,112.3946206,28,1,1,89.74,334.58,0.114121251,42,688.83,1.050137986,365
Antechinus_godmani,3180,75.74,4.58,173.019761,30.20853916,1,1,111.68,374.16,0.246768044,55.53461452,5.3,1.930462002,365
Antechinus_leo,9358,70.09,8.19,129.1612756,30.99,1,1,76.78,396.83,0.04,24,162,1.105314165,365
Antechinus_minimus,106990,52.56,7.19,117.6308013,29.27,1,1.086734863,99.1,361.77,0.03,24,1400,1.176793755,365
Antechinus_stuartii,129611,29.01,6.89,101.6789501,28.15,1,2,89.74,329.99,0.01,36,328.78,0.774862435,365
Antechinus_subtropicus,212036.0793,75.84860009,3.466480557,144.2081164,31.44298175,1.002233927,1.01395948,69.76877835,355.3220886,2.185067316,59.32129469,89.88589367,1.641664428,344.5087214
Antechinus_swainsonii,285859,58.69,8.24,127.6029961,29.69,1,1,105.66,319.37,0.118464123,24,974.49,1.160387377,365
Anthops_ornatus,26984,8,1.498637507,63.61469487,50.49865657,1.529138368,1.685362408,42.33280054,215.3345949,1.114629211,53.40120511,442.2208798,0.281474687,159.4863401
Antidorcas_marsupialis,1004553,33571.24,1,1055,169.49,1,100,57.45,331.73,3841.48,240,10.69,135.1589286,365
Antilocapra_americana,5317979,47450.01,1.93,1310,247.99,1,10,87.54,534.68,3454.7,144,0.82,140.8,365
Antilope_cervicapra,645,36301.1,1.22,1250,166.59,2,30,59.5,700.04,3386.14,243,4.25,114.4166667,212.56
Antrozous_pallidus,4217118,22.24,1.78,69.67459689,59.01,1.018079078,60,61.1,370.9267103,3.09,109.2,320.4335262,0.442537156,271.4908398
Aonyx_capensis,11981216,19322.22,2.62,815.2,62.99,1.501268555,2.022557506,52.5,371.23,1050,132,0.35,94.63,226.9069732
Aonyx_cinerea,1633605,3527.59,1.47,516.47,63.31,2,1.209517278,79.54,472.3812225,56.01,121,6.614698564,17.59193629,182.5
Aonyx_congicus,11981216,19322.22,2.62,815.2,62.99,1.520622503,1.907823366,52.5,371.23,1050,132,0.35,81.92703284,214.811497
Aotus_azarae,1104728,929.57,1,342.1572479,140.7011576,1,4.1,229.69,829.4201301,60.15496097,259.1911453,15.94,20.44097173,365
Aotus_brumbacki,636363,865.96,1.01,305,132.23,1,3.077670719,74.57,755.15,97.47,216,35.43,48.32207652,365
Aotus_griseimembra,636363,865.96,1.01,305,132.23,1,3.077670719,74.57,755.15,97.47,216,35.43,48.32207652,365
Aotus_jorgehernandezi,12828,94.63238,2.553041915,144.4814844,34.6657489,1.058057894,1.332806256,34.59157926,225.8343741,4.451667978,54.38035657,2244.00562,1.393685363,290.1662536
Aotus_lemurinus,636363,865.96,1.01,305,132.23,1,3.077670719,74.57,755.15,97.47,216,35.43,48.32207652,365
Aotus_miconax,161841,800,1.248378508,346.3229091,133.032478,1.017133039,3.334610109,109.5662024,716.0860985,55.54596259,225.9237688,29.2799661,16.48050139,349.7224519
Aotus_nancymaae,108202,791.03,1.02,324.01407,137.8231172,1.023213379,4,120.093482,717.8083222,76.35458062,229.0647632,28.16,19.71650767,353.9342755
Aotus_nigriceps,1821448,1057,1.042386138,357.99,133.4616963,1.020935214,3.3,117.3426474,666.8930448,71.30628533,248.1931634,38,16.74638341,355.3448968
Aotus_trivirgatus,302179,912.4,1.06,357.99,133.47,1.4,4.5,76.21,736.6,96.49,303.6,24.37,16.59188085,271
Aotus_vociferans,1120873,872.99,1.02,334.6367955,146.0895106,1.013400303,3.3,119.3036846,839.472292,81.97627813,265.2,23.51,20.7189806,369.9928873
Aotus_zonalis,636363,865.96,1.01,305,132.23,1,4.22119054,74.57,755.15,97.47,216,35.43,113.5,365
Aplodontia_rufa,256963,806.21,2.46,306.95,30,1,1,58.4,827.69,23.12,120,778.39,7.04,365
Apodemus_agrarius,10191683,21.11,5.64,93.20973318,19.89,3.5,1.403833645,26.4,76.04,1.8,48,1098.35,0.5868285,19.5
Apodemus_alpicola,137992,28.06,1.946980581,97.09423237,39.09038886,1.820053194,1,61.95489764,258.1234812,1.938882806,44.61725382,102.8372841,0.82021501,163.2532146
Apodemus_argenteus,361637,34.18781147,4.12,103.6907884,24.87068434,3.229868427,1.38210245,24.28752889,61,2.376818258,60,969.877359,0.76618566,30.93313414
Apodemus_chevrieri,302860,32.9,2.607473792,103.3348382,29.1277734,1.86539514,1,63.10621873,272.5948342,0.776752952,45.24126612,104.7748005,0.707146384,162.655316
Apodemus_draco,2672993,22.25,1.042543727,65.79042778,97.32657758,1.004062882,145.0313959,56.83452655,454.5955178,4.418324098,185.0983113,272.9038563,0.46216496,320.4777993
Apodemus_epimelas,977139,45.6,3.878024115,120.4870133,27.56805785,1.838836994,1,59.12572725,200.1448832,2.410242126,56.32653046,76.64879382,1.050117522,162.8847104
Apodemus_flavicollis,4397057,31.6,4.94,103.12,24.5,3,2,21.9,43.27,2.3,48,1770,0.723333333,38.75
Apodemus_gurkha,873,39.9,3.516799431,106.4493959,26.54207871,2.641052702,1.182283754,23.69867807,75.89395625,2.583676209,32.8397682,908.2620474,0.752483346,35.7868772
Apodemus_hyrcanicus,8763,64.47508458,2.363076801,124.5489904,31.02052119,2.24390871,1.022215413,24.41433576,119.8088351,4.529719757,30.16779583,1280.047127,1.137343716,65.93062918
Apodemus_latronum,574928,35.2,3.693533999,102.8998085,24.61449281,2.835519642,1.093473181,26.16530661,77.3318622,2.369467026,37.50028151,173.1058563,0.782456273,33.42393064
Apodemus_mystacinus,977139,43.84,3.88,110.0777412,23,2,1,26.4,96.74199769,3,41.43950902,526.7974173,0.833529876,40.45400337
Apodemus_pallipes,797228,57.78324597,3.655934531,112.4068107,25.71811091,2.384478162,1,25.81984881,99.61859381,3.395495401,40.64002652,553.5129328,1.032812803,47.42318323
Apodemus_peninsulae,7823886,32.9,4.41,100.7414047,23.47320594,3.12104501,1.316643311,26.25232301,61.25923075,2,51,593.9352689,0.737812238,30.84868948
Apodemus_ponticus,1137344,82.99394833,3.4946869,135.3430296,28.92278589,1.760585745,1.078754352,60.72529893,309.9252038,3.080563672,57.351836,137.4221017,1.37651213,184.4070205
Apodemus_rusiges,106667,81.37510731,3.045077416,139.1587621,33.29983559,1.15066398,1.111937672,30.56669166,215.9125842,4.149423017,46.1660983,1941.976401,1.30122941,251.4117466
Apodemus_semotus,36021,25.77,3.56,91.25,29.35335364,2.145660877,1.025160378,29.05236749,135.2292861,1.950712138,37.37738585,922.611914,0.682390229,75.91778264
Apodemus_speciosus,361637,43.75,4.47,108.4064971,25.26042498,3.560970549,1.762945267,25.60727017,70.29135421,2.57560301,63.6,1049.766705,0.822756235,34.14613096
Apodemus_sylvaticus,4548400,21.9,5.16,87.51,23.68,3.75,4,19.36,57.93,1.5,52.8,780,0.585,41.28
Apodemus_uralensis,519110,18.26,5.72,94.09952557,21.74448591,3.468543645,1.175601007,22.43094376,46.80371368,1.471663961,28.95560729,817.2610531,0.502467072,27.41714838
Apodemus_witherbyi,823226,20.66,4.28919312,91.85344163,25.91913171,1.050275749,1.002233927,56.47363069,320.0798652,0.511353537,52.85478627,195.0922364,0.551838777,323.8062262
Apomys_datae,1089,34.88,3.637038445,109.5,27.02524268,2.642214543,1.136019372,24.63942584,78.19116261,2.564167727,33.32098559,723.0564814,0.773361167,37.15826728
Apomys_hylocetes,9909,34.88,2.900730688,109.5,29.9863088,2.467885558,1.038800441,23.50046962,96.1560924,3.04488017,34.08382294,1004.608822,0.814697394,44.61827253
Apomys_insignis,95641,34.88,2.228797974,109.5,35.17392354,1.844967658,1.00695555,60.46386276,244.3011837,2.211384974,47.99809808,126.712528,0.878591374,158.9772577
Apomys_littoralis,2177,30.95,2.959629551,109.5,31.67282222,2.637907368,1.104241971,25.63896796,93.97252309,2.892697903,38.88227806,759.0409284,0.816603947,42.01213906
Apomys_microdon,10827,34.98,2.598702307,109.5,31.65984213,1.78465866,1.00695555,59.05681733,237.7761345,1.571270441,48.5041848,140.9981779,0.748621509,156.0680336
Apomys_musculus,108495,21.2,4.30257931,109.5,24.18526494,2.914201769,1.243941406,24.62361635,63.38652137,2.070822766,38.75955646,1124.83,0.632455581,33.63643446
Aproteles_bulmerae,1040,623.91,1,245.47,161.7417223,1,447.1458133,133.5763808,655.3567794,56.35887146,238.1072137,46.24309103,8.434580288,314.4081458
Arabitragus_jayakari,37564,22210.18,1,1075,164.31,1.036815911,1,91.53542658,396.2496726,1972.024513,168,1.610084619,110.9488312,358.4461277
Arborimus_albipes,67169,23,2.73,103.72,29.97612055,1.74545935,1.038800441,68.18791983,318.7990083,0.735639534,42.37370134,154.6128651,0.632132316,172.7952479
Arborimus_longicaudus,56465,22.39,2.91,103.72,28.11,3,1,30.49,106.6506395,2.49,41.28435759,759.0238094,0.656756052,80
Arborimus_pomo,65474,32.49,2,99.06,32.33,1.645541995,1.14257446,35.29,201.3543777,2.39,42.44053879,736.0332171,0.690845341,168.0083537
Archboldomys_kalinga,22004,89.05066855,2.012590272,145.7484978,45.88367809,1.01623797,2.46344285,35.25499398,242.0890531,6.058106224,82.13893572,1537.487515,1.204457072,255.7821957
Archboldomys_luzonensis,1089,35.34,3.6334781,70,27.31693123,2.322194385,1.040696125,24.05145012,94.09253546,1.872849156,35.5054311,575.19,0.564222287,51.53934116
Soricomys_musseri,4498,57.15124499,2.296276861,121.4922739,32.71633986,2.326905665,1.030538569,25.24515389,139.4458896,4.751091343,36.26192326,1444.94452,1.148263193,82.50921378
Arctictis_binturong,2981496,12999.99,2.5,785.15,92.24,2,1.572070051,117.57,1034.61,317.35,272.4,0.59473947,40.85,317.6
Arctocebus_aureus,882391,234.16,2.192554821,224.9080883,46.16259704,1.986820942,1.056336077,59.76060703,275.5664443,11.94681558,84.08102623,44.03342224,5.70836,170.2371156
Arctocebus_calabarensis,176328,258.01,1.01,239.99,133.74,1.5,1,109.26,298.91,31.82,156,6.2,7.097056636,144.47
Arctogalidia_trivirgata,3020238,2323.79,2.79,526.9,45.95,2,1.229376736,49.41,841.82,66.87645434,190,2.635877732,21.98,182.5
Arctonyx_collaris,4099950,8166.52,3,690.22,42.89,0.910379112,2.176330296,165.64,533.6213986,58,167,1.23886977,49.4,352.531843
Ardops_nichollsi,4766,19.23,0.99,75.22606235,74.0128784,2,2.821096388,44.84617232,213.544554,2.52,69.66269981,461.1549009,0.550058,145.9207541
Arielulus_aureocollaris,413233,121.6891169,3.516211542,172.2101857,31.60490214,1,1,84.77843699,359.8026985,2.925354269,59.53358633,57.30103921,2.358472547,358.4370593
Arielulus_circumdatus,9913,10.4,3.008042901,67.46601468,31.55755631,1.611411037,1.175601007,40.91852069,210.2046671,0.95196856,25.62591572,622.2733752,0.261958399,156.7556637
Arielulus_societatis,2830,71.9766696,2.287104254,129.6924059,34.16364455,1.98678221,1.030538569,29.11834318,150.8101258,4.898727351,39.94734486,2056.347514,1.233990544,122.1341397
Arielulus_torquatus,36021,85.51016417,2.937903404,138.9626473,34.07189386,1.2005098,1.106723787,30.68091116,209.06158,4.501500563,45.98493137,1756.025326,1.290848424,244.7136802
Ariteus_flavescens,11032,11.9,1.702840262,62.69004907,55.98675621,1.623554299,2.726965417,37.46234857,180.1301013,1.41500706,73.93044108,818.3494908,0.362809506,146.8637312
Artibeus_amplus,1149265,61.04,3.866276857,116.9880432,25.99733429,3.457098572,1.01395948,27.80490111,88.06564733,3.491732777,43.61425646,290.3356731,1.020451352,43.03695263
Artibeus_anderseni,3341399,138,0.98,156.8263706,130.3685362,1.883823412,7.364661003,97.667615,393.6825559,18.36786916,165.3004856,64.89232284,3.095671852,201.5471431
Artibeus_aztecus,569687,20.81,0.99,68.25041619,93.31841134,2,4.823094429,45.13722166,194.7708932,2.649693503,83.03840537,392.7961862,0.474382694,144.590203
Artibeus_cinereus,9930315,12.7,0.99,58.9405596,108.9255331,1,632.4438646,56.68631643,466.2514124,3.215115242,193.0106488,174.2841092,0.467,340.1390138
Artibeus_concolor,6427095,19.65,1.001717917,64.01520722,116.9200332,1,451.901115,58.2744023,497.950788,4.512449672,173.0547105,192.9853666,0.633,337.497054
Artibeus_fimbriatus,1189867,63.89,3.966681553,115.8690974,25.98155444,3.142718759,1.049716684,27.5813895,90.7522575,3.379718626,43.63870499,255.9239056,1.018378572,42.43396693
Artibeus_fraterculus,333733,14.28566257,0.98,60.82103137,97.70609547,1.973515918,6.850483804,44.21934562,183.8908738,1.989774978,84.41346889,352.4732958,0.432305713,136.7401218
Artibeus_glaucus,10643983,12.31,1,58.11545469,120.4526535,1,657.0794969,57.88712842,463.8284804,3.03037388,184.2026799,173.0115271,0.476,337.5807374
Artibeus_gnomus,100651.2558,10.06,2.060988101,64.73226304,54.10963107,1.032511523,5.664356545,35.86066818,219.8462522,1.309384372,77.30020746,1092.446429,0.277571773,185.7448403
Artibeus_hirsutus,297880,40.42,0.98,94.53150365,66.44147931,2.010426655,1.332907231,51.18123605,169.5813321,4.169419004,61.44526665,234.3640759,0.848427605,123.0428448
Artibeus_inopinatus,41731,29.3,2.137007232,98.56803128,35.89249357,1.77537953,1.026741888,66.46866013,302.1271707,1.108718456,46.79695994,117.8504742,0.702649265,161.3230269
Artibeus_jamaicensis,14230948,43.63,1,78.3,138.7,2,1000,81.82151541,333.22,10.57,120,135.8927834,1.0259445,183.657371
Artibeus_lituratus,1277845,59.3,1,95.35,106.45,2,43.62515299,62.25460499,296.8843805,8.9,110.9021006,242.6822517,1.173,220
Artibeus_obscurus,11148010,35.91,0.98,82.52155458,98.72095799,1.949806172,5.803034459,53.15632065,207.4013207,4.402230625,81.12542562,307.0927137,0.733825401,154.7207031
Artibeus_phaeotis,1156541,11.69,0.99,55.5,110.7729278,2,89.44678771,36.76259911,211.3179934,2.52,108.812436,463.9188265,0.448,142.257393
Artibeus_planirostris,14230948,43.63,1,78.3,138.7,2,1000,81.82151541,333.22,10.57,120,131.7902466,1.103275338,186.80616
Artibeus_rosenbergii,10643983,12.31,1,51.05434157,113.6902981,1.004062882,487.807104,59.46592917,444.5115608,2.844022629,186.3023692,203.5170659,0.292512551,326.6530419
Artibeus_toltecus,1033728,15.47,0.99,62.74595848,92.9594033,2,5.632557628,44.37353805,173.0815994,1.804194258,83.19534879,332.0695172,0.421588951,117.7536766
Artibeus_watsoni,398280,11.2,1,55.23739641,113.3080122,1,856.4775789,57.73505875,461.3432942,2.975890211,210.987747,221.1365942,0.318352278,314.5550698
Arvicanthis_abyssinicus,278579,73.34,3.041192922,130.0581361,27.37820707,3.238897827,1.355602421,20.55649781,63.20513189,4.23846874,48.48303946,10983.58,1.075706444,35.01421349
Arvicanthis_ansorgei,8934045,110,3.372887408,170.6480114,34.68600322,1.002627087,1.092882131,66.00048404,340.4246203,4.809112542,74.08461974,72.22580321,2.333180723,357.9713944
Arvicanthis_blicki,49628,128,3.13179457,150.1208278,35.41253612,1.000982236,1.842726704,32.29258109,260.5827512,4.505969364,80.78753474,2534.195159,1.510466664,268.0787541
Arvicanthis_nairobae,112599,104,2.873409495,146.5882205,38.23375078,1.010072348,2.063915582,33.01281542,257.6555395,5.492327654,83.25630493,1575.275301,1.454324182,260.2313661
Arvicanthis_neumanni,18827.13596,85,2.361804018,132.6036677,32.5586468,1.732488969,1.035947343,28.42372058,157.6194063,4.814386583,42.33953965,1922.040934,1.233902706,139.0167385
Arvicanthis_niloticus,7551988,95.8,4.86,159.5358518,21.99,3.5,2.067693867,21,51.89,4.25,80.4,7309.52,1.33,26.5
Arvicanthis_rufinus,8934045,18.63611612,0.991208092,59.62306493,113.0560957,1,503.2105301,54.42379832,470.9828337,3.844143369,179.7099251,192.9233839,0.487079568,332.707759
Arvicola_amphibius,19013709,120,4.76,193.57,21.24,3.5,4,14,48.43,5.29,60,57067.85,1.483734806,22
